City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
64,Mardan,34.2019,72.0525,55.94,33,0,2.93,PK,2022-02-10 16:27:14
65,Cortez,37.3489,-108.5859,45.41,51,0,6.91,US,2022-02-10 16:27:14
66,Flinders,-34.5833,150.8552,69.21,88,98,5.01,AU,2022-02-10 16:27:14
67,Saldanha,-33.0117,17.9442,75.25,73,6,12.8,ZA,2022-02-10 16:23:29
68,Sabang,5.8933,95.3214,82.6,72,100,10.56,ID,2022-02-10 16:27:15
69,Narsaq,60.9167,-46.05,8.82,65,34,5.84,GL,2022-02-10 16:27:15
70,Kapaa,22.0752,-159.319,67.19,97,0,8.05,US,2022-02-10 16:23:16
71,Kruisfontein,-34.0033,24.7314,67.33,74,64,14.03,ZA,2022-02-10 16:27:16
72,Iqaluit,63.7506,-68.5145,-13.27,75,100,4.61,CA,2022-02-10 16:27:16
73,Guerrero Negro,27.9769,-114.0611,62.89,55,0,1.79,MX,2022-02-10 16:27:16
74,Belaya Kholunitsa,58.84,50.8528,21.49,94,100,10.56,RU,2022-02-10 16:27:17
75,La Ronge,55.1001,-105.2842,12.45,92,100,9.22,CA,2022-02-10 16:27:17
76,Port Hedland,-20.3167,118.5667,84.25,89,18,4.61,AU,2022-02-10 16:27:17
77,Tuatapere,-46.1333,167.6833,59.83,96,28,1.57,NZ,2022-02-10 16:22:58
78,Longyearbyen,78.2186,15.6401,24.64,68,75,13.8,SJ,2022-02-10 16:23:17
79,Mar Del Plata,-38.0023,-57.5575,80.62,66,0,17.0,AR,2022-02-10 16:22:22
80,Natal,-5.795,-35.2094,88.45,62,20,13.8,BR,2022-02-10 16:27:18
81,Pudem,58.3044,52.1675,21.22,94,100,12.21,RU,2022-02-10 16:27:18
82,Adrar,20.5022,-10.0711,80.58,10,45,19.55,MR,2022-02-10 16:27:19
83,Codrington,-38.2667,141.9667,56.95,77,4,8.16,AU,2022-02-10 16:23:06
84,Abnub,27.2696,31.1511,59.22,40,4,13.13,EG,2022-02-10 16:27:19
85,Pisco,-13.7,-76.2167,76.01,69,0,9.22,PE,2022-02-10 16:27:19
86,Katsuura,35.1333,140.3,37.11,96,100,24.65,JP,2022-02-10 16:27:20
87,Auki,-8.7676,160.7034,77.7,88,100,5.23,SB,2022-02-10 16:27:20
88,Dikson,73.5069,80.5464,4.82,94,87,28.9,RU,2022-02-10 16:26:34
89,Sumbe,-11.2061,13.8437,80.64,54,98,10.92,AO,2022-02-10 16:27:20
90,Opuwo,-18.0607,13.84,72.7,72,94,7.47,NA,2022-02-10 16:27:21
91,Lehututu,-23.9667,21.8667,89.28,27,92,3.91,BW,2022-02-10 16:27:21
92,Chokurdakh,70.6333,147.9167,-24.34,95,91,8.93,RU,2022-02-10 16:28:21
93,Ouallam,14.3188,2.0866,93.58,5,1,10.4,NE,2022-02-10 16:28:22
94,Poum,-20.2333,164.0167,80.82,86,100,28.52,NC,2022-02-10 16:26:49
95,Freeport,40.6576,-73.5832,52.3,61,0,11.5,US,2022-02-10 16:26:57
96,Saint-Philippe,-21.3585,55.7679,78.39,79,23,6.67,RE,2022-02-10 16:28:22
97,Saint George,37.1041,-113.5841,51.35,43,0,5.75,US,2022-02-10 16:24:27
98,Burns Lake,54.2331,-125.7533,33.22,61,100,9.55,CA,2022-02-10 16:21:01
99,New Norfolk,-42.7826,147.0587,60.3,55,75,3.0,AU,2022-02-10 16:28:23
100,Iquitos,-3.7481,-73.2472,86.04,58,75,3.44,PE,2022-02-10 16:24:56
101,Qaanaaq,77.484,-69.3632,-20.92,56,8,7.87,GL,2022-02-10 16:28:23
102,Boulder City,35.9786,-114.8325,59.4,29,0,13.8,US,2022-02-10 16:26:17
103,Mount Gambier,-37.8333,140.7667,48.11,93,11,4.61,AU,2022-02-10 16:28:23
104,East London,-33.0153,27.9116,76.14,78,0,4.61,ZA,2022-02-10 16:25:38
105,Aransas Pass,27.9095,-97.15,63.01,83,0,8.05,US,2022-02-10 16:28:24
106,Faya,18.3851,42.4509,62.71,65,7,6.06,SA,2022-02-10 16:28:24
107,Mbandaka,0.0487,18.2603,94.06,24,55,3.11,CD,2022-02-10 16:28:24
108,Valdez,1.2492,-78.9831,73.71,94,100,7.43,EC,2022-02-10 16:28:25
109,Huarmey,-10.0681,-78.1522,73.69,74,100,7.36,PE,2022-02-10 16:28:25
110,Ancud,-41.8697,-73.8203,63.43,44,4,8.41,CL,2022-02-10 16:28:25
111,Cherskiy,68.75,161.3,-38.81,100,100,6.06,RU,2022-02-10 16:28:26
112,Bavly,54.393,53.2602,19.99,93,100,13.51,RU,2022-02-10 16:28:26
113,Kargopol,61.5071,38.9456,27.99,97,100,8.86,RU,2022-02-10 16:28:26
114,Porto Novo,6.4965,2.6036,86.83,61,0,13.0,BJ,2022-02-10 16:28:26
115,Saskylakh,71.9167,114.0833,3.92,94,100,14.0,RU,2022-02-10 16:28:27
116,Houston,29.7633,-95.3633,63.32,62,0,4.61,US,2022-02-10 16:25:41
117,Port Alfred,-33.5906,26.891,73.49,76,7,14.81,ZA,2022-02-10 16:23:11
118,Mandalgovi,45.7625,106.2708,-1.95,91,28,10.11,MN,2022-02-10 16:28:27
119,Bandarbeyla,9.4942,50.8122,74.35,61,20,21.45,SO,2022-02-10 16:28:27
120,Chuy,-33.6971,-53.4616,79.56,46,13,11.95,UY,2022-02-10 16:28:28
121,Port Moresby,-9.4431,147.1797,76.12,84,78,11.14,PG,2022-02-10 16:25:15
122,Hermanus,-34.4187,19.2345,72.9,67,1,12.3,ZA,2022-02-10 16:23:08
123,Tiksi,71.6872,128.8694,-11.42,92,100,16.06,RU,2022-02-10 16:26:41
124,Ajdabiya,30.7554,20.2263,57.2,62,0,9.62,LY,2022-02-10 16:28:28
125,Prainha,-1.8,-53.48,81.68,81,67,3.24,BR,2022-02-10 16:28:29
126,Acari,-15.4311,-74.6158,80.47,57,77,9.98,PE,2022-02-10 16:28:29
127,Misratah,32.3754,15.0925,58.78,56,2,7.96,LY,2022-02-10 16:28:29
128,Hervey Bay,-25.2986,152.8535,68.11,86,0,7.0,AU,2022-02-10 16:28:30
129,Gwanda,-20.9333,29.0,84.02,39,74,5.39,ZW,2022-02-10 16:28:30
130,Iwaki,37.05,140.8833,35.76,89,100,15.68,JP,2022-02-10 16:26:17
131,Castro,-24.7911,-50.0119,76.87,54,14,3.89,BR,2022-02-10 16:26:49
132,Hilo,19.7297,-155.09,64.26,72,0,8.05,US,2022-02-10 16:22:04
133,Hailar,49.2,119.7,1.0,97,100,8.81,CN,2022-02-10 16:28:30
134,Indian Head,38.6001,-77.1622,58.26,40,0,10.36,US,2022-02-10 16:28:31
135,Narrabri,-30.3167,149.7833,64.49,68,13,3.44,AU,2022-02-10 16:28:31
136,Linjiang,41.8069,126.9078,13.37,97,76,1.34,CN,2022-02-10 16:28:31
137,Kaitangata,-46.2817,169.8464,57.33,96,94,3.65,NZ,2022-02-10 16:28:32
138,Baruun-Urt,46.6806,113.2792,-4.56,99,87,4.45,MN,2022-02-10 16:28:32
139,Kutum,14.2,24.6667,72.32,9,0,10.49,SD,2022-02-10 16:29:32
140,Jamestown,42.097,-79.2353,36.3,48,100,18.41,US,2022-02-10 16:29:04
141,Port Macquarie,-31.4333,152.9167,66.16,74,29,4.12,AU,2022-02-10 16:29:33
142,Hualmay,-11.0964,-77.6139,73.62,72,100,7.52,PE,2022-02-10 16:23:15
143,Shache,38.4167,77.2406,36.97,35,21,7.14,CN,2022-02-10 16:29:33
144,Olafsvik,64.8945,-23.7142,35.08,57,97,28.66,IS,2022-02-10 16:29:33
145,Fort Nelson,58.8053,-122.7002,36.23,55,100,13.62,CA,2022-02-10 16:26:50
146,Waingapu,-9.6567,120.2641,75.96,88,100,7.47,ID,2022-02-10 16:29:34
147,Santana Do Livramento,-30.8908,-55.5328,88.34,24,0,6.62,BR,2022-02-10 16:25:14
148,Nantucket,41.2835,-70.0995,50.34,79,0,17.27,US,2022-02-10 16:26:23
149,Tulu Bolo,8.6667,38.2167,69.91,37,72,6.29,ET,2022-02-10 16:29:34
150,Merrill,45.1805,-89.6835,17.37,73,100,8.05,US,2022-02-10 16:25:50
151,Westport,41.1415,-73.3579,51.55,70,44,10.0,US,2022-02-10 16:27:40
152,Ekhabi,53.5102,142.9671,19.35,96,100,5.21,RU,2022-02-10 16:29:35
153,Mogadishu,2.0371,45.3438,77.83,78,1,23.8,SO,2022-02-10 16:29:35
154,Payakumbuh,-0.2202,100.6308,67.35,86,100,2.26,ID,2022-02-10 16:29:35
155,Ketchikan,55.3422,-131.6461,39.18,87,100,5.75,US,2022-02-10 16:29:36
156,Vera Cruz,-12.6333,-41.0333,85.05,57,31,1.77,BR,2022-02-10 16:29:36
157,Wilmington,34.2257,-77.9447,64.31,46,0,0.0,US,2022-02-10 16:27:25
158,Sitka,57.0531,-135.33,37.29,75,100,14.97,US,2022-02-10 16:29:36
159,Khandbari,27.3747,87.2039,50.43,85,78,3.94,NP,2022-02-10 16:29:37
160,Gazimurskiy Zavod,51.5461,118.3266,-12.08,100,100,0.87,RU,2022-02-10 16:29:37
161,Victoria,22.2855,114.1577,65.25,87,100,11.01,HK,2022-02-10 16:29:37
162,Fowa,8.9167,6.4,101.55,7,25,3.29,NG,2022-02-10 16:29:38
163,Christchurch,-43.5333,172.6333,63.03,95,100,11.5,NZ,2022-02-10 16:29:38
164,Nata,8.3333,-80.5167,83.46,47,50,11.97,PA,2022-02-10 16:29:38
165,Naze,28.3667,129.4833,56.14,65,79,11.95,JP,2022-02-10 16:27:02
166,Abu Samrah,35.3029,37.1841,45.37,82,100,10.29,SY,2022-02-10 16:29:39
167,Adre,13.4667,22.2,79.75,10,0,8.81,TD,2022-02-10 16:29:39
168,Kasongo-Lunda,-6.4667,16.8167,85.89,58,27,3.85,CD,2022-02-10 16:29:39
169,The Valley,18.217,-63.0578,82.26,83,75,5.75,AI,2022-02-10 16:29:40
170,Pangnirtung,66.1451,-65.7125,-14.8,70,100,2.3,CA,2022-02-10 16:29:40
171,Isangel,-19.55,169.2667,80.08,91,100,23.94,VU,2022-02-10 16:29:40
172,Georgetown,5.4112,100.3354,80.89,87,20,6.91,MY,2022-02-10 16:25:06
173,San Quintin,30.4833,-115.95,65.03,30,0,4.99,MX,2022-02-10 16:29:40
174,Acarau,-2.8856,-40.12,84.24,66,100,10.33,BR,2022-02-10 16:29:41
175,Taltal,-25.4,-70.4833,69.31,69,3,6.87,CL,2022-02-10 16:29:41
176,Pedernales,18.0384,-71.744,82.44,57,4,3.69,DO,2022-02-10 16:29:41
177,Airai,-8.9266,125.4092,61.07,97,100,1.05,TL,2022-02-10 16:29:42
178,Alappuzha,9.49,76.3264,79.3,72,86,3.58,IN,2022-02-10 16:29:42
179,Okhotsk,59.3833,143.3,5.67,89,100,5.3,RU,2022-02-10 16:29:42
180,Kyrylivka,46.3759,35.3675,39.42,87,85,15.1,UA,2022-02-10 16:29:43
181,Narayanpet,16.7333,77.5,78.17,38,36,4.61,IN,2022-02-10 16:29:43
182,Kahului,20.8947,-156.47,70.84,79,0,3.0,US,2022-02-10 16:29:43
183,Bambous Virieux,-20.3428,57.7575,79.21,83,40,3.44,MU,2022-02-10 16:23:15
184,Port Lincoln,-34.7333,135.8667,62.04,74,12,13.98,AU,2022-02-10 16:29:44
185,San Jose,37.3394,-121.895,61.86,66,20,1.01,US,2022-02-10 16:25:10
186,Krasnomayskiy,57.6194,34.4099,30.04,90,95,9.26,RU,2022-02-10 16:30:44
187,Alofi,-19.0595,-169.9187,75.09,100,75,4.61,NU,2022-02-10 16:25:57
188,Verkhnyaya Inta,65.9811,60.3094,15.01,76,100,12.77,RU,2022-02-10 16:30:44
189,Pangkalanbuun,-2.6833,111.6167,72.1,99,96,2.17,ID,2022-02-10 16:27:16
190,Xiaoyi,34.6178,109.703,39.78,53,100,2.13,CN,2022-02-10 16:30:45
191,Tasiilaq,65.6145,-37.6368,10.29,61,32,7.92,GL,2022-02-10 16:20:32
192,Porto Walter,-8.2686,-72.7439,78.58,88,99,3.89,BR,2022-02-10 16:30:45
193,Ribeira Grande,38.5167,-28.7,64.8,59,20,6.91,PT,2022-02-10 16:26:43
194,Yulara,-25.2406,130.9889,76.84,38,0,5.75,AU,2022-02-10 16:30:46
195,Abaza,52.655,90.0928,-16.8,100,100,2.89,RU,2022-02-10 16:30:46
196,Bengkulu,-3.8004,102.2655,76.6,75,100,4.12,ID,2022-02-10 16:30:46
197,Kloulklubed,7.0419,134.2556,75.7,79,99,12.73,PW,2022-02-10 16:25:51
198,Vila Velha,-20.3297,-40.2925,79.95,80,20,17.27,BR,2022-02-10 16:23:17
199,Kharakvasla,18.4333,73.7667,71.28,34,9,3.74,IN,2022-02-10 16:30:47
200,Pevek,69.7008,170.3133,-32.28,100,100,7.18,RU,2022-02-10 16:30:47
201,Celestun,20.8667,-90.4,74.32,65,0,2.89,MX,2022-02-10 16:30:48
202,Cape Town,-33.9258,18.4232,75.27,54,0,13.8,ZA,2022-02-10 16:30:20
203,Hithadhoo,-0.6,73.0833,82.2,68,100,7.29,MV,2022-02-10 16:23:19
204,Prata,-19.3072,-48.9242,73.99,80,100,2.75,BR,2022-02-10 16:30:49
205,Beringovskiy,63.05,179.3167,-26.5,92,25,3.51,RU,2022-02-10 16:26:58
206,Mastung,29.7994,66.845,44.64,32,0,3.8,PK,2022-02-10 16:30:49
207,Leningradskiy,69.3833,178.4167,-24.0,96,98,4.61,RU,2022-02-10 16:30:49
208,Zhucheng,35.9947,119.3975,37.67,71,70,5.5,CN,2022-02-10 16:30:50
209,Hobart,-42.8794,147.3294,60.66,64,100,9.22,AU,2022-02-10 16:20:33
210,Belyy,55.8402,32.9419,30.96,89,87,9.01,RU,2022-02-10 16:30:50
211,Yaan,7.3833,8.5667,95.5,6,56,7.9,NG,2022-02-10 16:30:51
212,Tabou,4.423,-7.3528,82.71,74,60,10.6,CI,2022-02-10 16:30:51
213,Mayo,38.8876,-76.5119,57.94,45,0,10.36,US,2022-02-10 16:30:51
214,Dingle,10.9995,122.6711,75.76,81,100,9.04,PH,2022-02-10 16:30:21
215,Quang Ngai,15.1167,108.8,71.65,93,45,2.98,VN,2022-02-10 16:30:52
216,Portland,45.5234,-122.6762,47.8,93,100,3.44,US,2022-02-10 16:30:47
217,Derzhavinsk,51.1,66.3167,5.09,96,44,10.78,KZ,2022-02-10 16:30:52
218,Princeton,25.5384,-80.4089,77.02,67,0,9.22,US,2022-02-10 16:26:19
219,Lucea,18.451,-78.1736,82.26,70,2,8.86,JM,2022-02-10 16:30:52
220,Brae,60.3964,-1.353,35.51,56,100,22.24,GB,2022-02-10 16:30:53
221,Moron,-34.6534,-58.6198,88.02,49,0,7.0,AR,2022-02-10 16:30:53
222,Pinczow,50.5205,20.5265,47.37,81,86,10.69,PL,2022-02-10 16:30:54
223,Inhambane,-23.865,35.3833,84.18,70,20,8.05,MZ,2022-02-10 16:30:54
224,Nishihara,26.1842,127.7558,60.08,68,75,5.75,JP,2022-02-10 16:30:54
225,Boyolangu,-8.1181,111.8935,74.62,91,100,3.71,ID,2022-02-10 16:30:55
226,Ambilobe,-13.2,49.05,75.07,94,99,6.02,MG,2022-02-10 16:30:55
227,Khani,41.9563,42.9566,33.37,99,100,2.59,GE,2022-02-10 16:27:40
228,Totness,5.8833,-56.3167,83.84,63,50,9.82,SR,2022-02-10 16:31:55
229,Srednekolymsk,67.45,153.6833,-39.32,99,75,5.73,RU,2022-02-10 16:31:56
230,Maldonado,-34.6667,-54.9167,81.79,36,0,9.28,UY,2022-02-10 16:31:56
231,Seybaplaya,19.65,-90.6667,71.06,63,2,5.3,MX,2022-02-10 16:31:56
232,Kodiak,57.79,-152.4072,15.31,73,0,8.05,US,2022-02-10 16:31:33
233,Murgab,37.4966,61.9714,53.47,71,40,4.61,TM,2022-02-10 16:31:57
234,Bijie,27.3125,105.2942,33.31,97,100,4.38,CN,2022-02-10 16:31:57
235,Kamiiso,41.8167,140.65,21.87,88,91,3.53,JP,2022-02-10 16:31:57
236,Lebu,-37.6167,-73.65,61.38,58,25,24.99,CL,2022-02-10 16:27:01
237,Nola,40.922,14.5329,56.82,65,0,3.22,IT,2022-02-10 16:31:58
238,Dukat,62.55,155.55,-26.61,78,88,3.65,RU,2022-02-10 16:31:58
239,Sechura,-5.5569,-80.8222,76.39,58,93,3.67,PE,2022-02-10 16:31:59
240,Tokur,53.1333,132.9,-5.84,100,100,1.99,RU,2022-02-10 16:31:59
241,Tiznit,29.5833,-9.5,71.65,22,24,13.62,MA,2022-02-10 16:28:36
242,Tommot,58.9564,126.2925,-24.14,100,100,1.34,RU,2022-02-10 16:31:59
243,Drovyanaya,51.5833,113.0333,-2.61,99,90,2.64,RU,2022-02-10 16:32:00
244,Mandera,3.9366,41.867,88.88,24,71,9.69,KE,2022-02-10 16:30:48
245,Santa Helena,-2.2311,-45.3,75.69,95,99,3.11,BR,2022-02-10 16:32:00
246,Matara,5.9485,80.5353,75.72,87,98,2.3,LK,2022-02-10 16:32:00
247,Thompson,55.7435,-97.8558,-7.44,77,100,13.8,CA,2022-02-10 16:32:01
248,Ullapool,57.8987,-5.1604,39.76,83,100,8.93,GB,2022-02-10 16:32:01
249,Cauquenes,-35.9671,-72.3225,80.08,24,94,10.27,CL,2022-02-10 16:32:01
250,Husavik,66.0449,-17.3389,28.31,83,81,13.09,IS,2022-02-10 16:32:02
251,Chifeng,42.2683,118.9636,22.91,52,7,6.69,CN,2022-02-10 16:32:02
252,Lompoc,34.6391,-120.4579,64.58,48,0,10.36,US,2022-02-10 16:27:20
253,Aykhal,66.0,111.5,-8.59,88,100,4.65,RU,2022-02-10 16:32:02
254,Geraldton,-28.7667,114.6,70.21,83,0,5.75,AU,2022-02-10 16:31:18
255,San Rafael Del Sur,11.8485,-86.4384,85.17,39,3,12.19,NI,2022-02-10 16:32:03
256,Atasu,48.6814,71.6433,-1.62,98,32,4.88,KZ,2022-02-10 16:28:41
257,Aksarka,66.5606,67.7975,13.42,92,100,18.84,RU,2022-02-10 16:32:24
258,Emba,48.8264,58.1442,19.71,87,100,16.6,KZ,2022-02-10 16:32:25
259,Klaksvik,62.2266,-6.589,31.12,53,98,17.34,FO,2022-02-10 16:32:25
260,Springdale,36.1867,-94.1288,50.83,48,75,6.91,US,2022-02-10 16:30:19
261,Dunedin,-45.8742,170.5036,58.68,95,97,3.87,NZ,2022-02-10 16:30:41
262,Banda Aceh,5.5577,95.3222,78.73,80,100,3.58,ID,2022-02-10 16:32:26
263,Saint-Francois,46.4154,3.9054,53.04,65,75,3.44,FR,2022-02-10 16:32:26
264,Pegnitz,49.7564,11.545,44.74,87,100,9.98,DE,2022-02-10 16:32:26
265,Coihaique,-45.5752,-72.0662,59.61,35,40,8.05,CL,2022-02-10 16:23:14
266,Athabasca,54.7169,-113.2854,44.42,65,35,26.26,CA,2022-02-10 16:29:47
267,Kavieng,-2.5744,150.7967,80.76,80,96,7.83,PG,2022-02-10 16:32:27
268,Yegorlykskaya,46.5656,40.6562,39.02,100,68,15.08,RU,2022-02-10 16:32:27
269,Doha,25.2867,51.5333,64.71,72,0,6.91,QA,2022-02-10 16:31:18
270,Ponta Do Sol,32.6667,-17.1,71.71,81,100,6.08,PT,2022-02-10 16:23:19
271,Lorengau,-2.0226,147.2712,80.38,81,74,6.31,PG,2022-02-10 16:32:27
272,Vaitape,-16.5167,-151.75,80.96,74,91,11.18,PF,2022-02-10 16:32:28
273,Saint-Georges,12.0564,-61.7485,82.08,74,75,17.27,GD,2022-02-10 16:32:28
274,Bethel,41.3712,-73.414,51.15,64,0,10.36,US,2022-02-10 16:33:28
275,Severo-Kurilsk,50.6789,156.125,25.11,72,94,8.39,RU,2022-02-10 16:33:29
276,Ngudu,-2.9667,33.3333,67.48,84,100,4.56,TZ,2022-02-10 16:33:29
277,Sur,22.5667,59.5289,70.39,52,0,3.49,OM,2022-02-10 16:32:16
278,Birecik,37.0294,37.9903,45.61,72,81,6.04,TR,2022-02-10 16:33:30
279,Mount Pleasant,32.7941,-79.8626,65.98,42,0,4.0,US,2022-02-10 16:28:59
280,Rawson,-43.3002,-65.1023,66.34,39,95,22.3,AR,2022-02-10 16:33:30
281,Odweyne,9.4092,45.064,68.49,40,42,12.44,SO,2022-02-10 16:29:42
282,Boke,10.9409,-14.2967,100.4,16,1,5.91,GN,2022-02-10 16:33:30
283,Rumonge,-3.9736,29.4386,71.85,84,69,2.64,BI,2022-02-10 16:33:31
284,Maumere,-8.6199,122.2111,77.36,89,100,3.74,ID,2022-02-10 16:33:31
285,Taksimo,56.3444,114.8794,-13.86,95,100,1.7,RU,2022-02-10 16:33:32
286,Fortuna,40.5982,-124.1573,59.34,87,0,12.66,US,2022-02-10 16:33:32
287,Yumen,40.2833,97.2,23.86,44,64,8.05,CN,2022-02-10 16:33:32
288,Muroto,33.2833,134.15,47.07,63,1,5.75,JP,2022-02-10 16:33:32
289,Manbij,36.5281,37.9549,45.37,73,91,4.32,SY,2022-02-10 16:33:33
290,General Pico,-35.6566,-63.7568,92.5,26,25,11.77,AR,2022-02-10 16:33:33
291,Panjab,34.388,67.0233,1.98,86,16,3.51,AF,2022-02-10 16:33:33
292,Khakhea,-24.6895,23.494,82.65,37,87,4.56,BW,2022-02-10 16:33:34
293,Sioux Lookout,50.1001,-91.917,8.98,85,100,10.36,CA,2022-02-10 16:33:34
294,Comodoro Rivadavia,-45.8667,-67.5,62.46,34,0,14.97,AR,2022-02-10 16:33:34
295,Zabaykalsk,49.6333,117.3167,-7.2,97,100,6.02,RU,2022-02-10 16:33:35
296,Belyy Yar,53.6039,91.3903,-23.15,64,0,2.24,RU,2022-02-10 16:33:35
297,Sompeta,18.9333,84.6,73.04,71,49,3.98,IN,2022-02-10 16:33:35
298,Norman Wells,65.282,-126.8329,-11.16,70,100,13.8,CA,2022-02-10 16:33:36
299,Orlik,52.5178,99.825,-27.72,98,95,2.62,RU,2022-02-10 16:33:57
300,Ayan,56.45,138.1667,12.29,94,100,9.13,RU,2022-02-10 16:33:57
301,Songjianghe,42.1859,127.479,12.25,89,64,4.27,CN,2022-02-10 16:33:58
302,Tyret Pervaya,53.6703,102.3106,-28.53,100,35,1.14,RU,2022-02-10 16:33:58
303,Maniitsoq,65.4167,-52.9,13.08,92,100,7.05,GL,2022-02-10 16:33:58
304,Sao Filipe,14.8961,-24.4956,79.7,49,100,8.28,CV,2022-02-10 16:33:58
305,Diego De Almagro,-26.3667,-70.05,78.64,24,0,12.97,CL,2022-02-10 16:33:59
306,Hofn,64.2539,-15.2082,24.82,63,20,10.36,IS,2022-02-10 16:33:59
307,Kokopo,-4.352,152.2633,77.97,84,100,4.32,PG,2022-02-10 16:33:59
308,Moche,-8.1711,-79.0092,71.78,83,20,10.36,PE,2022-02-10 16:34:00
309,Tamasane,-22.4184,27.4013,74.71,63,84,11.72,BW,2022-02-10 16:34:00
310,El Tigre,8.8875,-64.2454,90.88,34,38,9.44,VE,2022-02-10 16:34:00
311,Tazmalt,36.3868,4.3989,56.16,54,1,3.02,DZ,2022-02-10 16:34:01
312,Oeiras,-7.0253,-42.1311,91.47,42,42,1.48,BR,2022-02-10 16:34:01
313,Puerto Del Rosario,28.5004,-13.8627,74.95,31,0,3.44,ES,2022-02-10 16:34:01
314,Letka,59.6011,49.4232,21.96,94,100,9.82,RU,2022-02-10 16:34:02
315,Talnakh,69.4865,88.3972,-11.85,95,93,11.03,RU,2022-02-10 16:35:02
316,Sinnamary,5.3833,-52.95,81.36,72,37,9.44,GF,2022-02-10 16:35:03
317,Bayanday,53.0661,105.5139,-26.45,100,98,0.78,RU,2022-02-10 16:35:03
318,Tecoanapa,16.5167,-98.75,82.44,49,94,3.06,MX,2022-02-10 16:35:03
319,Estrela,-28.0611,-50.9383,84.74,28,4,6.11,BR,2022-02-10 16:35:04
320,Pokhara,28.2333,83.9833,52.38,61,80,4.21,NP,2022-02-10 16:35:04
321,Flin Flon,54.7682,-101.865,6.64,78,100,9.22,CA,2022-02-10 16:35:04
322,Shimoda,34.6667,138.95,38.1,89,99,10.8,JP,2022-02-10 16:35:04
323,Morada Nova,-5.1067,-38.3725,96.49,33,87,2.08,BR,2022-02-10 16:35:05
324,Bacolod,10.6667,122.95,77.65,82,99,14.41,PH,2022-02-10 16:35:05
325,Anadyr,64.75,177.4833,-19.7,76,0,11.18,RU,2022-02-10 16:35:05
326,Lagoa,39.05,-27.9833,58.32,73,41,9.08,PT,2022-02-10 16:35:06
327,Sterling,39.0062,-77.4286,57.34,44,20,18.41,US,2022-02-10 16:30:45
328,Nouadhibou,20.931,-17.0347,85.98,23,75,10.36,MR,2022-02-10 16:35:06
329,Kefamenanu,-9.4467,124.4781,71.24,97,100,1.9,ID,2022-02-10 16:35:07
330,Saint-Paul,-21.0096,55.2707,78.91,82,49,4.83,RE,2022-02-10 16:35:07
331,Shingu,33.7333,135.9833,43.92,86,5,7.92,JP,2022-02-10 16:35:07
332,Mpongwe,-13.5091,28.155,65.34,98,100,4.18,ZM,2022-02-10 16:35:08
333,Pitea,65.3172,21.4794,35.1,68,96,14.45,SE,2022-02-10 16:32:33
334,Berlevag,70.8578,29.0864,21.15,79,0,9.22,NO,2022-02-10 16:35:07
335,Puerto Asis,0.5133,-76.5007,82.96,60,100,2.37,CO,2022-02-10 16:35:08
336,Kerema,-7.9631,145.7785,79.12,83,100,7.52,PG,2022-02-10 16:35:09
337,Labuan,5.2767,115.2417,79.16,94,20,2.3,MY,2022-02-10 16:35:09
338,Salalah,17.0151,54.0924,75.29,60,0,3.44,OM,2022-02-10 16:35:09
339,Kristiinankaupunki,62.2743,21.376,32.95,78,23,16.02,FI,2022-02-10 16:35:09
340,Pastavy,55.1168,26.8326,33.62,88,97,10.87,BY,2022-02-10 16:35:10
341,La Palma,33.8464,-118.0467,78.82,24,0,13.0,US,2022-02-10 16:35:10
342,Hovd,48.0056,91.6419,-6.43,98,98,2.17,MN,2022-02-10 16:35:10
343,Ano Mera,37.45,25.4,53.65,50,20,24.16,GR,2022-02-10 16:35:11
344,Seoul,37.5683,126.9778,29.64,87,0,2.3,KR,2022-02-10 16:30:18
345,Marzuq,14.4,46.4667,65.62,40,75,3.02,YE,2022-02-10 16:35:11
346,Vila Franca Do Campo,37.7167,-25.4333,64.2,68,77,7.96,PT,2022-02-10 16:35:11
347,Xunchang,28.4543,104.715,43.21,81,100,1.74,CN,2022-02-10 16:35:12
348,Lerwick,60.1545,-1.1494,35.6,57,99,22.32,GB,2022-02-10 16:35:12
349,Alekseyevka,50.6309,38.6903,33.24,95,96,11.45,RU,2022-02-10 16:35:12
