City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
100,Ponta Do Sol,PT,32.6667,-17.1,70.72,41,100,6.51,overcast clouds
101,Bambous Virieux,MU,-20.3428,57.7575,77.25,94,40,2.3,scattered clouds
102,Ostrovnoy,RU,68.0531,39.5131,28.35,87,100,19.6,overcast clouds
103,Tommot,RU,58.9564,126.2925,-25.83,99,100,1.36,overcast clouds
104,Henties Bay,NA,-22.116,14.2845,71.85,81,72,7.67,broken clouds
105,Myanaung,MM,18.2833,95.3167,64.08,28,53,5.21,broken clouds
106,Winona,US,43.9666,-91.7668,24.55,74,40,5.75,scattered clouds
107,Bucerias,MX,20.75,-105.3333,79.83,40,0,9.71,clear sky
108,Hilo,US,19.7297,-155.09,77.11,68,6,5.99,clear sky
109,Thinadhoo,MV,0.5333,72.9333,81.01,74,29,6.31,scattered clouds
110,Nikolskoye,RU,59.7035,30.7861,36.88,86,100,10.27,overcast clouds
111,Finschhafen,PG,-6.6024,147.8681,78.84,85,100,5.91,moderate rain
112,Barrow,US,71.2906,-156.7887,-25.58,75,100,6.91,haze
113,Tigre,AR,-34.426,-58.5796,88.29,51,0,3.0,clear sky
114,Moron,AR,-34.6534,-58.6198,88.02,49,0,7.0,clear sky
115,Vao,NC,-22.6667,167.4833,81.05,88,100,39.75,moderate rain
116,Taltal,CL,-25.4,-70.4833,67.82,73,17,3.09,few clouds
117,Ca Mau,VN,9.1769,105.15,76.75,83,100,7.52,light rain
118,Tual,ID,-5.6667,132.75,80.33,80,100,3.78,overcast clouds
119,Buenaventura,CO,3.8801,-77.0312,79.09,90,89,5.5,overcast clouds
120,Eureka,US,40.8021,-124.1637,81.12,56,0,4.14,clear sky
121,Cherskiy,RU,68.75,161.3,-34.82,99,100,6.53,overcast clouds
122,Freeport,US,40.6576,-73.5832,54.48,38,5,8.01,clear sky
123,Kodiak,US,57.79,-152.4072,32.22,80,100,13.04,overcast clouds
124,Codrington,AU,-38.2667,141.9667,60.85,75,42,11.79,scattered clouds
125,Swindon,GB,51.558,-1.7812,40.59,86,0,10.36,clear sky
126,Killybegs,IE,54.6333,-8.45,42.51,76,36,15.03,scattered clouds
127,Vestmanna,FO,62.1564,-7.1664,27.52,69,75,2.3,broken clouds
128,Talnakh,RU,69.4865,88.3972,-12.39,96,51,11.54,broken clouds
129,Hornepayne,CA,49.2138,-84.7705,11.39,79,100,3.24,overcast clouds
130,Evensk,RU,61.95,159.2333,-13.7,73,65,5.53,broken clouds
131,Shahrud,IR,36.4182,54.9763,41.81,41,94,2.86,overcast clouds
132,Voznesenskaya,RU,44.5527,41.0318,32.59,85,59,7.72,broken clouds
133,Hofn,IS,64.2539,-15.2082,26.06,59,21,6.78,few clouds
134,Birobidzhan,RU,48.8,132.95,1.92,98,100,1.92,overcast clouds
135,Kampot,KH,10.6167,104.1833,77.7,80,100,3.8,overcast clouds
136,Kavieng,PG,-2.5744,150.7967,80.76,81,70,7.36,moderate rain
137,Puerto Ayora,EC,-0.7393,-90.3518,77.56,88,98,4.0,overcast clouds
138,Agirish,RU,61.9247,63.0231,6.71,94,100,11.36,overcast clouds
139,Dunedin,NZ,-45.8742,170.5036,62.56,85,16,3.42,few clouds
140,Verkhovazhye,RU,60.7472,42.0465,26.26,96,100,7.7,light snow
141,Wukari,NG,7.85,9.7833,80.33,10,65,6.58,broken clouds
142,Los Arabos,CU,22.7281,-80.7214,75.67,71,100,8.95,overcast clouds
143,Oleksandrivka,UA,48.9634,32.2349,35.17,97,100,6.91,overcast clouds
144,Vardo,NO,70.3705,31.1107,25.0,86,75,11.5,broken clouds
145,Abashiri,JP,44.0213,144.2697,15.94,96,95,5.08,overcast clouds
146,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,29,40,8.05,scattered clouds
147,Sambava,MG,-14.2667,50.1667,75.56,90,42,4.59,light rain
148,Bubaque,GW,11.2833,-15.8333,79.05,77,4,12.64,clear sky
149,Torbay,CA,47.6666,-52.7314,36.75,85,48,9.28,scattered clouds
150,Zapolyarnyy,RU,69.4154,30.8136,24.08,98,85,7.54,overcast clouds
151,Homun,MX,20.7333,-89.2833,80.56,47,61,5.39,broken clouds
152,Bethel,US,41.3712,-73.414,51.69,49,10,1.01,clear sky
153,Tortoli,IT,39.9256,9.6572,51.71,59,0,4.09,clear sky
154,Anadyr,RU,64.75,177.4833,-25.1,75,0,8.95,clear sky
155,Cayenne,GF,4.9333,-52.3333,77.09,87,100,1.01,overcast clouds
156,Zyryanka,RU,65.75,150.85,-38.45,98,39,5.44,scattered clouds
157,Te Anau,NZ,-45.4167,167.7167,65.68,70,22,1.7,few clouds
158,Cananeia,BR,-25.0147,-47.9267,77.56,73,12,7.61,few clouds
159,Avera,US,33.194,-82.5271,69.71,30,40,8.16,scattered clouds
160,Aykhal,RU,66.0,111.5,-7.15,93,99,4.45,overcast clouds
161,Aracati,BR,-4.5617,-37.7697,82.08,64,91,9.91,overcast clouds
162,Tiksi,RU,71.6872,128.8694,-9.9,92,100,16.15,overcast clouds
163,Saskylakh,RU,71.9167,114.0833,4.78,93,100,13.58,overcast clouds
164,Ampanihy,MG,-24.7,44.75,73.58,85,50,12.71,scattered clouds
165,Terenos,BR,-20.4422,-54.8603,87.51,48,40,8.05,scattered clouds
166,Puerto Carreno,CO,6.189,-67.4859,96.58,27,74,11.23,broken clouds
167,Nanortalik,GL,60.1432,-45.2371,25.99,56,100,9.37,overcast clouds
168,Kapuskasing,CA,49.4169,-82.4331,10.76,82,100,4.54,overcast clouds
169,Teluk Nibung,ID,3.001,99.8164,73.92,92,100,0.74,overcast clouds
170,Chinhoyi,ZW,-17.3667,30.2,64.74,92,81,2.24,light rain
171,East London,ZA,-33.0153,27.9116,70.97,81,10,4.68,clear sky
172,Longyearbyen,SJ,78.2186,15.6401,24.64,68,75,6.91,broken clouds
173,Port Hedland,AU,-20.3167,118.5667,80.65,89,7,6.91,clear sky
174,Atuona,PF,-9.8,-139.0333,78.57,74,1,16.96,clear sky
175,Acapulco,MX,16.8634,-99.8901,82.27,53,100,8.9,overcast clouds
176,Carbonia,IT,39.1672,8.5222,50.0,78,0,3.42,clear sky
177,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,29,0,16.11,clear sky
178,Ribeira Grande,PT,38.5167,-28.7,59.4,82,20,10.36,few clouds
179,Chapais,CA,49.7834,-74.8492,19.18,92,100,11.36,light snow
180,Itarema,BR,-2.9248,-39.9167,80.83,72,77,9.8,broken clouds
181,Ketchikan,US,55.3422,-131.6461,39.67,65,40,5.75,scattered clouds
182,Dumas,US,35.8656,-101.9732,60.22,21,0,18.41,clear sky
183,Constitucion,CL,-35.3333,-72.4167,65.05,65,100,9.17,overcast clouds
184,Asyut,EG,27.181,31.1837,55.71,43,84,10.38,broken clouds
185,Padang,ID,-0.9492,100.3543,77.02,78,100,3.96,moderate rain
186,Axim,GH,4.8699,-2.2405,79.18,87,0,8.75,clear sky
187,Port Hardy,CA,50.6996,-127.4199,46.76,87,79,9.91,broken clouds
188,Ekhabi,RU,53.5102,142.9671,23.47,97,100,6.38,light snow
189,Churapcha,RU,62.0025,132.4325,-36.17,100,96,2.84,overcast clouds
190,Port-Gentil,GA,-0.7193,8.7815,81.25,79,100,4.88,overcast clouds
191,Calabozo,VE,8.9242,-67.4293,95.54,25,100,4.16,overcast clouds
192,Arroyo,ES,41.6096,-4.7969,46.62,69,20,6.91,few clouds
193,Portland,US,45.5234,-122.6762,62.85,88,100,3.44,overcast clouds
194,Tynda,RU,55.1667,124.7167,-21.26,97,99,2.59,overcast clouds
195,Copiapo,CL,-27.3667,-70.3333,77.77,40,0,10.65,clear sky
196,Pamekasan,ID,-7.1568,113.4746,75.45,94,100,5.97,overcast clouds
197,Northam,GB,51.0333,-4.2167,44.62,74,7,15.99,clear sky
198,Mehamn,NO,71.0357,27.8492,24.98,79,0,13.8,clear sky
199,Tara,RU,56.8944,74.371,-12.28,99,6,4.7,clear sky
200,Fairbanks,US,64.8378,-147.7164,-5.19,73,100,4.61,overcast clouds
201,Prince Rupert,CA,54.3161,-130.3201,41.23,80,100,4.29,overcast clouds
202,Kawalu,ID,-7.3817,108.2082,73.13,91,100,2.37,light rain
203,Bengkulu,ID,-3.8004,102.2655,74.91,79,95,5.14,overcast clouds
204,Pemangkat,ID,1.1667,108.9667,75.74,92,100,8.77,light rain
205,Bhadrak,IN,21.0633,86.5054,68.34,80,9,1.9,clear sky
206,Kongoussi,BF,13.3258,-1.5347,78.71,10,0,10.16,clear sky
207,Cabo San Lucas,MX,22.8909,-109.9124,79.52,54,0,8.05,clear sky
208,Ancud,CL,-41.8697,-73.8203,62.13,52,6,13.67,clear sky
209,Resistencia,AR,-27.4606,-58.9839,100.09,57,0,6.24,clear sky
210,Little Current,CA,45.9793,-81.9248,27.41,79,51,14.29,broken clouds
211,San Buenaventura,MX,27.0833,-101.5333,71.47,27,100,8.25,overcast clouds
212,Penha,BR,-26.7694,-48.6458,81.55,69,20,10.36,few clouds
213,Kachug,RU,53.9606,105.8817,-31.22,100,83,1.52,broken clouds
214,Pangody,RU,65.85,74.4859,1.9,81,11,17.58,few clouds
215,Touros,BR,-5.1989,-35.4608,85.1,71,53,13.51,broken clouds
216,San Vito,CR,8.8208,-82.9709,72.43,86,74,3.15,broken clouds
217,Liverpool,GB,53.4106,-2.9779,44.55,80,75,10.0,broken clouds
218,Ojinaga,MX,29.5667,-104.4167,71.56,20,0,4.61,clear sky
219,Lata,PT,40.1629,-8.3327,57.72,69,100,0.76,overcast clouds
220,Iralaya,HN,15.0,-83.2333,78.89,68,8,10.42,clear sky
221,Salina Cruz,MX,16.1667,-95.2,86.49,44,1,15.12,clear sky
222,Guiglo,CI,6.5456,-7.4966,77.81,29,53,2.42,broken clouds
223,Mahebourg,MU,-20.4081,57.7,77.29,94,40,2.3,scattered clouds
224,Saint George,US,37.1041,-113.5841,68.47,28,1,3.0,clear sky
225,Rawson,AR,-43.3002,-65.1023,64.18,40,59,19.39,broken clouds
226,Asau,RO,46.4333,26.4,38.95,77,31,7.05,scattered clouds
227,Roblin,CA,51.23,-101.3565,33.67,99,100,19.71,light snow
228,Chuy,UY,-33.6971,-53.4616,74.77,59,7,14.09,clear sky
229,Banjar,ID,-8.19,114.9675,78.66,90,100,0.98,overcast clouds
230,Abbeville,FR,50.1,1.8333,39.94,84,100,9.04,overcast clouds
231,Fortuna,US,40.5982,-124.1573,80.85,48,0,1.01,clear sky
232,Iguai,BR,-14.7564,-40.0892,77.02,75,2,5.35,clear sky
233,Turayf,SA,31.6725,38.6637,40.51,88,14,9.17,few clouds
234,Norman Wells,CA,65.282,-126.8329,-11.16,70,100,14.97,overcast clouds
235,Namatanai,PG,-3.6667,152.4333,79.72,82,97,3.0,light rain
236,Muros,ES,42.7762,-9.0603,54.09,92,99,8.01,overcast clouds
237,Bandarbeyla,SO,9.4942,50.8122,73.76,62,13,17.09,few clouds
238,Kuusamo,FI,65.9667,29.1833,26.64,93,100,11.5,overcast clouds
239,Denpasar,ID,-8.65,115.2167,78.46,88,75,8.05,broken clouds
240,Punta Arenas,CL,-53.15,-70.9167,51.91,54,40,34.52,scattered clouds
241,Luderitz,NA,-26.6481,15.1594,73.4,52,4,16.71,clear sky
242,Kirensk,RU,57.7853,108.1119,-25.22,100,95,2.35,overcast clouds
243,Key Biscayne,US,25.6937,-80.1628,78.03,62,40,9.22,scattered clouds
244,Topeka,US,39.0483,-95.678,56.25,40,0,16.11,clear sky
245,Half Moon Bay,US,37.4636,-122.4286,79.5,29,1,6.89,clear sky
246,Alice Springs,AU,-23.7,133.8833,60.35,82,0,5.75,clear sky
247,Nara,JP,34.6851,135.8049,40.28,62,11,3.27,few clouds
248,Marystown,CA,47.1666,-55.1483,35.85,100,54,7.0,broken clouds
249,Puerto Colombia,CO,10.9878,-74.9547,86.09,73,15,23.47,few clouds
250,Esperance,AU,-33.8667,121.9,73.72,46,12,19.01,few clouds
251,Moose Factory,CA,51.2585,-80.6094,4.98,66,40,9.22,scattered clouds
252,Edd,ER,13.9297,41.6925,79.86,59,67,16.67,broken clouds
253,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,90,89,10.16,overcast clouds
254,Port Macquarie,AU,-31.4333,152.9167,66.88,70,87,8.84,light rain
255,Palmas,BR,-10.2128,-48.3603,76.57,94,100,2.77,overcast clouds
256,Fairfield,US,41.2668,-73.3162,52.97,47,0,14.97,clear sky
257,Ahipara,NZ,-35.1667,173.1667,74.12,94,99,10.0,overcast clouds
258,Harsud,IN,22.1,76.7333,57.7,40,6,7.07,clear sky
259,Koson,UZ,39.0375,65.585,50.32,39,83,9.4,broken clouds
260,Lao Cai,VN,22.4833,103.95,57.4,90,100,1.21,overcast clouds
261,Ibate,BR,-21.9547,-47.9967,71.87,82,100,4.5,overcast clouds
262,Hirara,JP,24.8,125.2833,65.1,76,100,18.54,overcast clouds
263,Vikhorevka,RU,56.1201,101.1636,-16.76,100,96,1.45,overcast clouds
264,Ponnani,IN,10.767,75.9252,78.12,87,77,4.34,broken clouds
265,Geraldton,AU,-28.7667,114.6,66.61,88,4,5.75,light rain
266,San Cristobal,VE,7.7669,-72.225,78.98,66,81,1.52,broken clouds
267,Flic En Flac,MU,-20.2742,57.3631,77.56,81,7,6.06,clear sky
268,Loandjili,CG,-4.7561,11.8578,78.01,87,1,5.41,clear sky
269,Eyl,SO,7.9803,49.8164,72.18,64,1,16.46,clear sky
270,Provideniya,RU,64.3833,-173.3,-9.29,64,0,4.47,clear sky
271,Ranong,TH,9.9658,98.6348,75.58,90,100,4.27,overcast clouds
272,Porterville,US,36.0652,-119.0168,75.6,37,0,2.84,clear sky
273,Kamaishi,JP,39.2667,141.8833,31.24,80,99,10.94,light snow
274,Bosobolo,CD,4.1833,19.9,78.08,21,34,2.44,scattered clouds
275,Port Lincoln,AU,-34.7333,135.8667,61.68,72,8,15.3,clear sky
276,Pevek,RU,69.7008,170.3133,-32.24,98,100,8.81,overcast clouds
277,Cockburn Town,TC,21.4612,-71.1419,77.77,74,0,16.64,clear sky
278,Tasiilaq,GL,65.6145,-37.6368,17.76,58,48,7.61,scattered clouds
279,Souillac,MU,-20.5167,57.5167,77.38,94,40,2.3,scattered clouds
280,Kaeo,NZ,-35.1,173.7833,76.32,98,99,7.61,overcast clouds
281,Starkville,US,33.4504,-88.8184,70.79,23,1,7.02,clear sky
282,Ucluelet,CA,48.9329,-125.5528,47.08,94,54,1.86,broken clouds
283,Maryville,US,35.7565,-83.9705,62.2,29,14,13.0,few clouds
284,San Rafael,AR,-34.6177,-68.3301,86.86,24,62,17.78,moderate rain
285,Faanui,PF,-16.4833,-151.75,81.14,75,48,16.17,scattered clouds
286,San Andres,CO,12.5847,-81.7006,84.22,70,20,14.97,few clouds
287,Grand-Lahou,CI,5.1367,-5.0242,79.21,89,0,10.18,clear sky
288,Huanren,CN,41.2647,125.3667,15.84,97,47,2.37,scattered clouds
289,Edgewater,US,28.9889,-80.9023,73.44,45,0,13.8,clear sky
290,Carson City,US,39.1638,-119.7674,61.12,34,0,4.61,clear sky
291,Hearst,CA,49.6835,-83.6665,9.16,80,100,3.67,overcast clouds
292,Turbat,PK,26.0023,63.044,65.53,37,0,1.34,clear sky
293,Storslett,NO,69.7678,21.0247,28.94,96,100,7.74,light snow
294,Leningradskiy,RU,69.3833,178.4167,-18.58,97,99,4.23,overcast clouds
295,Mahina,PF,-17.5065,-149.489,83.97,70,40,5.75,scattered clouds
296,Noumea,NC,-22.2763,166.4572,80.58,99,100,25.57,moderate rain
297,Hillsborough,US,37.5741,-122.3794,78.91,29,4,6.24,clear sky
298,Rovaniemi,FI,66.5,25.7167,27.81,100,100,6.91,overcast clouds
299,Mazatlan,MX,23.2167,-106.4167,75.16,65,0,6.91,clear sky
300,Kisangani,CD,0.5167,25.2,78.53,65,100,4.21,overcast clouds
301,Bereda,ES,43.2686,-7.5406,49.57,100,100,1.23,moderate rain
302,Galle,LK,6.0367,80.217,75.69,88,20,7.34,heavy intensity rain
303,Binga,ZW,-17.6203,27.3414,71.37,88,21,4.14,few clouds
304,Lokomotivnyy,RU,53.0118,60.5684,9.34,96,100,8.08,overcast clouds
305,Mega,ET,4.05,38.3,64.53,39,3,9.93,clear sky
306,Pangkalanbuun,ID,-2.6833,111.6167,73.15,98,100,2.37,overcast clouds
307,Morondava,MG,-20.2833,44.2833,81.37,79,100,9.62,overcast clouds
308,Nanga Eboko,CM,4.6833,12.3667,72.27,23,5,2.77,clear sky
309,Saint-Augustin,CA,51.226,-58.6502,22.64,96,100,2.08,overcast clouds
310,Maceio,BR,-9.6658,-35.7353,81.84,69,0,13.8,clear sky
311,Segou,ML,13.4317,-6.2157,79.47,10,0,12.03,clear sky
312,Alofi,NU,-19.0595,-169.9187,84.09,70,40,11.5,scattered clouds
313,Labuhan,ID,-6.8844,112.2051,76.59,90,100,4.76,overcast clouds
314,Benguela,AO,-12.5763,13.4055,75.7,70,100,4.25,overcast clouds
315,Roald,NO,62.5833,6.1333,33.91,93,100,13.8,overcast clouds
316,Mikhaylovka,RU,50.06,43.2379,35.78,95,99,11.9,overcast clouds
317,Olinda,BR,-8.0089,-34.8553,83.93,65,20,8.05,few clouds
318,Linjiang,CN,41.8069,126.9078,9.79,97,68,1.83,broken clouds
319,High Level,CA,58.5169,-117.136,5.11,85,100,6.91,light snow
320,Lubango,AO,-14.9172,13.4925,57.43,79,95,1.36,overcast clouds
321,Vertou,FR,47.1687,-1.4693,45.3,87,100,5.75,overcast clouds
322,Srikakulam,IN,18.3,83.9,69.96,76,10,2.08,clear sky
323,Bud,US,39.447,-86.1758,41.76,69,74,12.46,broken clouds
324,Saldanha,ZA,-33.0117,17.9442,62.83,82,0,10.49,clear sky
325,Grand Gaube,MU,-20.0064,57.6608,77.4,78,1,6.53,clear sky
326,Amga,RU,60.8953,131.9608,-27.56,100,95,1.43,overcast clouds
327,Texarkana,US,33.4251,-94.0477,64.38,34,92,4.45,overcast clouds
328,Gora Kalwaria,PL,51.9765,21.2154,47.8,72,100,15.41,overcast clouds
329,Oistins,BB,13.0667,-59.5333,80.69,57,20,25.32,few clouds
330,Katsuura,JP,35.1333,140.3,37.11,93,100,22.97,overcast clouds
331,Larsnes,NO,62.2028,5.5773,33.6,70,100,11.27,light snow
332,Shangrao,CN,28.4532,117.9686,42.51,96,100,4.25,light rain
333,Ashland,US,40.8167,-82.2665,35.8,75,100,11.56,overcast clouds
334,Santiago Del Estero,AR,-27.7951,-64.2615,101.35,16,10,15.35,clear sky
335,Iqaluit,CA,63.7506,-68.5145,-0.6,98,100,5.21,light snow
336,Sangar,RU,63.9242,127.4739,-40.95,100,59,2.42,broken clouds
337,Rock Island,US,41.45,-90.5168,35.58,61,0,12.66,clear sky
338,Ust-Ishim,RU,57.6935,71.1665,-8.61,98,23,5.46,few clouds
339,Yulara,AU,-25.2406,130.9889,67.84,56,0,5.75,clear sky
340,Salalah,OM,17.0151,54.0924,73.49,64,40,2.3,scattered clouds
341,Nouadhibou,MR,20.931,-17.0347,73.24,46,97,11.39,overcast clouds
342,Saint Andrews,US,34.0454,-81.1293,68.09,22,20,14.97,few clouds
343,Great Bend,US,38.3645,-98.7648,60.89,37,0,19.57,clear sky
344,Riyadh,SA,24.6877,46.7219,66.34,22,0,13.87,clear sky
345,Tutoia,BR,-2.7619,-42.2744,84.18,80,94,7.76,overcast clouds
346,Mao,ES,39.8885,4.2658,48.76,87,20,2.3,few clouds
347,Lafiagi,NG,8.8667,5.4167,84.56,12,90,2.1,overcast clouds
